rid,length_label,target_prompt_len,output_len,layer_id,total_prompt_kv_slots,decode_steps,unique_kv_slots_used_decode_union,kv_union_used_to_total_prompt,mean_per_decode_step_used_to_total_prompt,min_token_pos,max_token_pos
ctx128k_req000,128k,131072,1000,0,131072,1000,13590,0.10368347,0.01553527,131072,132071
ctx128k_req000,128k,131072,1000,1,131072,1000,4988,0.03805542,0.01520605,131072,132071
ctx128k_req000,128k,131072,1000,2,131072,1000,14791,0.11284637,0.01232993,131072,132071
ctx128k_req000,128k,131072,1000,3,131072,1000,10263,0.07830048,0.01416120,131072,132071
ctx128k_req000,128k,131072,1000,4,131072,1000,25862,0.19731140,0.01456438,131072,132071
ctx128k_req000,128k,131072,1000,5,131072,1000,6817,0.05200958,0.01281374,131072,132071
ctx128k_req000,128k,131072,1000,6,131072,1000,24106,0.18391418,0.01248787,131072,132071
ctx128k_req000,128k,131072,1000,7,131072,1000,16422,0.12528992,0.01215747,131072,132071
ctx128k_req000,128k,131072,1000,8,131072,1000,14614,0.11149597,0.01209801,131072,132071
ctx128k_req000,128k,131072,1000,9,131072,1000,14431,0.11009979,0.01232555,131072,132071
ctx128k_req000,128k,131072,1000,10,131072,1000,15918,0.12144470,0.01257724,131072,132071
ctx128k_req000,128k,131072,1000,11,131072,1000,33109,0.25260162,0.01264139,131072,132071
ctx128k_req000,128k,131072,1000,12,131072,1000,19867,0.15157318,0.01271532,131072,132071
ctx128k_req000,128k,131072,1000,13,131072,1000,13668,0.10427856,0.01245945,131072,132071
ctx128k_req000,128k,131072,1000,14,131072,1000,10491,0.08003998,0.01276527,131072,132071
ctx128k_req000,128k,131072,1000,15,131072,1000,18826,0.14363098,0.01270690,131072,132071
ctx128k_req000,128k,131072,1000,16,131072,1000,17059,0.13014984,0.01256786,131072,132071
ctx128k_req000,128k,131072,1000,17,131072,1000,89428,0.68228149,0.01332141,131072,132071
ctx128k_req000,128k,131072,1000,18,131072,1000,12032,0.09179688,0.01254373,131072,132071
ctx128k_req000,128k,131072,1000,19,131072,1000,28003,0.21364594,0.01268707,131072,132071
ctx128k_req000,128k,131072,1000,20,131072,1000,37090,0.28297424,0.01281169,131072,132071
ctx128k_req000,128k,131072,1000,21,131072,1000,33433,0.25507355,0.01296700,131072,132071
ctx128k_req000,128k,131072,1000,22,131072,1000,12674,0.09669495,0.01260860,131072,132071
ctx128k_req000,128k,131072,1000,23,131072,1000,14912,0.11376953,0.01250148,131072,132071
ctx128k_req000,128k,131072,1000,24,131072,1000,26696,0.20367432,0.01292915,131072,132071
ctx128k_req000,128k,131072,1000,25,131072,1000,14284,0.10897827,0.01255937,131072,132071
ctx128k_req000,128k,131072,1000,26,131072,1000,33757,0.25754547,0.01274476,131072,132071
ctx128k_req000,128k,131072,1000,27,131072,1000,26946,0.20558167,0.01291367,131072,132071
ctx128k_req000,128k,131072,1000,28,131072,1000,29585,0.22571564,0.01262481,131072,132071
ctx128k_req000,128k,131072,1000,29,131072,1000,35838,0.27342224,0.01270441,131072,132071
ctx128k_req000,128k,131072,1000,30,131072,1000,25213,0.19235992,0.01265312,131072,132071
